Opportunity Category,Gender,Country,Institution Name,Current/Intended Major,Status Description,SignUp_Year,SignUp_Month,SignUp_Day,Age,Opportunity_Duration,Churn
Course,2,India,Jntuh,Btech,Team Allocated,2024,2,9,29,604,1
Course,2,Pakistan,Wah Engineering College,Mechatronics Engineering,Team Allocated,2023,3,27,23,604,1
Course,1,United States,East Aurora High School,Biomedical Engineering,Started,2023,3,3,20,604,1
Course,1,United States,St Louis University,Radiation Therapy,Started,2023,5,24,20,604,1
Course,1,United States,Saint Louis University,Data Analytics,Team Allocated,2023,10,8,23,604,1
Course,2,India,Delhi University,Commerce,Started,2023,6,12,24,604,1
Course,1,Nigeria,Google Digital Garage,Digital Marketing,Started,2023,4,28,33,604,1
Course,2,India,Saint Louis University,Computer Science,Started,2023,6,17,27,604,1
Course,2,Nepal,Broadway Infosys,Computer Science and Information Systems,Started,2023,6,15,20,604,1
Course,2,Rwanda,Southern New Hampshire University Via Kepler College,Business and Management Studies,Started,2023,6,24,22,604,1
Course,1,India,Illinois Institute Of Technology,Business Analytics,Waitlisted,2024,2,24,23,604,1
Course,2,India,National Institute Of Technology Uttarakhand,Engineering,Team Allocated,2023,1,5,30,604,1
Course,2,Gambia,University Of The Gambia,Computer Science,Team Allocated,2024,2,11,25,604,1
Course,2,United States,Illinois Institute Of Technology,Biochemistry,Started,2023,5,13,29,604,1
Course,2,United States,Illinois Institute Of Technology,Metallurgy and Materials Engineering,Team Allocated,2023,11,5,29,604,1
Course,2,Nigeria,Kaduna Polytechnic,Other,Team Allocated,2023,8,31,34,604,1
Course,2,Egypt,Kafresheikh,English Language and Literature,Started,2023,6,13,24,604,1
Course,2,Rwanda,Southern New Hemisphere University,Associate of Science,Started,2023,6,25,23,604,1
Course,1,Pakistan,Sukkur Iba University,Education and Training,Started,2023,4,12,23,604,1
Course,2,India,Saint Louis University,Information Systems,Team Allocated,2023,11,22,25,604,1
Course,1,United States,Mahatma Gandhi University,Information Systems,Started,2023,3,21,26,604,1
Course,1,Nigeria,University Of Benin,Economics,Started,2023,1,19,27,604,1
Course,1,India,Vicon School,Aerospace Engineering,Started,2023,7,4,18,604,1
Course,2,India,Cmr Engineering College,Artificial Intelligence and Machine learning,Team Allocated,2023,9,23,22,604,1
Course,2,India,Annamalai University,Bachelor of Engineering,Started,2023,6,1,21,604,1
Course,2,India,Gndit,Computer Science and Information Systems,Started,2023,6,14,21,604,1
Course,1,Nigeria,Federal University Of Technology  Owerri,Electrical and Electronic Engineering,Started,2023,6,15,24,604,1
Course,1,United States,Saint Louis University,Computer Science,Team Allocated,2023,9,15,24,604,1
Course,2,Philippines,Joshua,Biochemistry,Started,2023,6,16,24,604,1
Course,1,Ghana,Kwame Nkrumah University Of Science And Technology,Sociology,Team Allocated,2023,9,8,23,604,1
Course,1,United States,Saint Louis University,Cyber Security,Started,2023,6,20,25,604,1
Course,1,India,University Of Mumbai,Electronics and Communication,Started,2023,5,26,25,604,1
Course,2,Nigeria,University Of Nigeria,Artificial Intelligence and Robotics,Team Allocated,2023,7,26,26,604,1
Course,2,Ghana,Illinois Institute Of Technology,Business Administration,Team Allocated,2023,8,31,30,604,1
Course,2,India,Gndg Commerce College,Finance,Team Allocated,2023,6,14,22,604,1
Course,1,Nigeria,Obafemi Awolowo University,Accounting and Finance,Team Allocated,2023,8,12,24,604,1
Course,2,India,Saint Louis University,Health Data Science,Team Allocated,2023,10,12,26,604,1
Course,2,Australia,Victoria University,Cyber Security,Started,2023,4,21,49,604,1
Course,2,Nigeria,Federal University Wukari,Degree,Started,2023,3,8,24,604,1
Course,2,United States,Saint Louis University,Information Systems,Waitlisted,2023,9,22,27,604,1
Course,1,Nigeria,Lasu,Chemistry,Team Allocated,2023,6,13,23,604,1
Course,2,United States,Illinois Institute Of Technology,Marketing Analytics,Team Allocated,2023,9,4,28,604,1
Course,2,United States,Saint Louis University,Mechanical Engineering,Team Allocated,2024,2,6,24,604,1
Course,2,Somalia,Indian Ocean University,Public Administration,Team Allocated,2023,7,9,27,604,1
Course,1,India,National Institute Of Technology Raipur,Electronics and Communication,Team Allocated,2023,7,8,23,604,1
Course,1,United States,Saint Louis University,Medical Sciences,Team Allocated,2023,7,6,21,604,1
Course,1,India,Jntuk,Computer Science,Started,2023,1,24,31,604,1
Course,1,India,Ness Wadia,Finance and Banking,Started,2023,6,11,22,604,1
Course,2,United States,Saint Louis University,Data Analytics,Team Allocated,2023,10,20,25,604,1
Course,1,United States,Saint Louis University,Computer Science,Waitlisted,2024,2,19,25,604,1
Course,2,India,Saint Louis University,Computer Science,Started,2023,4,24,27,604,1
Course,2,Pakistan,Mehraj,Medicine,Started,2023,6,15,15,604,1
Course,2,Pakistan,Government Ambala Muslim Graduate College,BSIT,Started,2023,3,27,21,604,1
Course,2,United States,Saint Louis Univercity,Computer Information Systems,Team Allocated,2023,8,23,30,604,1
Course,1,Egypt,Cairo University,Computer Engineering,Started,2023,5,3,24,604,1
Course,2,India,Vellore Institute Of Technology - Andhra Pradesh,Computer Science and Engineering,Team Allocated,2023,7,30,22,604,1
Course,2,India,D A V Boys Senior Secondary School  Gopalapuram,Physics and Astronomy,Team Allocated,2023,10,12,17,604,1
Course,1,India,All India Jaat Heroes Memorial College,Mathematics,Team Allocated,2023,8,12,26,604,1
Course,2,United States,Saint Louis University,Health Data Science,Team Allocated,2023,9,19,29,604,1
Course,2,Nigeria,University Of Benin,Data Analytics,Team Allocated,2023,8,4,28,604,1
Course,2,Pakistan,Abdul Wali Khan University Mardan,Biochemistry,Started,2023,6,13,26,604,1
Course,2,United States,Saint Louis University,Information Systems,Started,2023,6,30,25,604,1
Course,2,India,Sri Venkateswara College Of Engineering,Information Systems,Started,2023,5,27,24,604,1
Course,1,Nigeria,University Of Port Harcourt,Chemical Engineering,Team Allocated,2024,1,2,31,604,1
Course,2,India,Gitam University Hyderabad Business School,Accounting and Finance,Started,2023,1,5,24,604,1
Course,1,United States,Saint Louis University,Public Health,Team Allocated,2023,8,25,29,604,1
Course,2,India,Saint Louis University,Information Systems,Team Allocated,2023,7,27,24,604,1
Course,2,Vietnam,Nanjing University,Business Chinese,Started,2023,5,5,26,604,1
Course,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,12,23,23,604,1
Course,2,India,Bharath University,Other,Started,2023,5,9,25,604,1
Course,1,India,Sri Sairam Engineering College,Artificial Intelligence and Machine learning,Team Allocated,2023,11,17,22,604,1
Course,0,India,Jntuh,Information Technology,Team Allocated,2023,8,7,30,604,1
Course,2,Nigeria,Abesan Senior High School,Computer Science and Information Systems,Started,2023,1,5,20,604,1
Course,1,India,Dr.Mgr University,Computer Science,Team Allocated,2023,12,9,22,604,1
Course,2,United States,St Louis University,Data Analytics,Team Allocated,2023,10,24,27,604,1
Course,2,Ghana,University Of Education   Winneba,Music,Waitlisted,2024,2,22,29,604,1
Course,2,India,Saint Louis University,Cyber Security,Started,2023,4,28,24,604,1
Course,1,United States,Saint Louis University,Computer Science,Team Allocated,2023,10,26,24,604,1
Course,2,Sierra Leone,Fourah Bay College University Of Sierra Leone,Earth and Marine Sciences,Started,2023,4,25,38,604,1
Course,2,Pakistan,Fuuast,Computer Science and Information Systems,Team Allocated,2023,2,6,24,604,1
Course,2,United States,Saint Louis University,ANALYTICS,Started,2023,6,11,25,604,1
Course,2,Ghana,Illinois Institute Of Technology,Artificial Intelligence,Started,2023,3,25,29,604,1
Course,2,India,Saint Louis University,Computer Science,Withdraw,2023,4,13,24,604,1
Course,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,12,21,25,604,1
Course,2,United States,Saint Louis University,Software Engineering,Started,2023,6,7,29,604,1
Course,2,Nepal,Sree Vidyanikehan Engineering College,Computer Science and Engineering,Started,2023,1,5,25,604,1
Course,2,Pakistan,Habibrehman529@Gmail.Com,Job,Started,2023,6,15,15,604,1
Course,1,India,Jiwaji University,Electronics and Communication,Team Allocated,2023,8,6,27,604,1
Course,2,India,Sinhgad College Of Engineering,Computer Engineering,Team Allocated,2024,1,10,22,604,1
Course,1,Kenya,Kenyatta University,Information Technology,Team Allocated,2023,8,13,25,604,1
Course,1,Kenya,Kenyatta University,Psychology,Team Allocated,2023,8,3,24,604,1
Course,1,United States,Saint Louis University,Cyber Security,Team Allocated,2023,7,25,26,604,1
Course,2,United States,Saint Louis University,Information Systems,Rewards Award,2024,2,18,29,604,1
Course,2,India,Reqelford International School,Computer Science and Information Systems,Started,2023,1,5,19,604,1
Course,2,Ghana,University Of Cape Coast,Mathematics,Team Allocated,2023,8,8,23,604,1
Course,1,United States,Illinois Institute Of Technology,Computer Science,Team Allocated,2024,1,3,24,604,1
Course,1,United States,Professor Jayashankar Telangana State Agricultural University,Information Systems,Team Allocated,2023,9,13,25,604,1
Course,2,Nigeria,Obafemi Awolowo University,Leadership,Started,2023,6,13,49,604,1
Course,2,India,Saint Louis University,Cyber Security,Team Allocated,2023,5,18,29,604,1
Course,2,India,Saint Louis University,Information Systems,Team Allocated,2023,8,18,28,604,1
Course,2,United States,Saint Louis University,Public Health,Started,2023,6,20,28,604,1
Course,1,India,Meghnad Saha Institute Of Technology,Computer Science and Engineering,Team Allocated,2023,11,22,22,604,1
Course,1,Pakistan,Illinois Institute Of Technology,Information technology,Started,2023,5,25,28,604,1
Course,2,Nigeria,Federal University Birnin Kebbi,Other,Team Allocated,2023,8,21,25,604,1
Course,1,India,Kadi Sarva Vishwavidyalaya,Computer Engineering,Waitlisted,2024,2,23,23,604,1
Course,2,India,Alpha Junior College Of Science & Commerce,Computer Science and Engineering,Team Allocated,2023,8,19,19,604,1
Course,1,India,Gitam,Management Information Systems,Started,2023,4,27,25,604,1
Course,1,Pakistan,Ghazi University Dgkhan,Agricultural Extension and Education,Started,2023,6,16,23,604,1
Course,2,Ghana,Illinois Institute Of Technology,Cyber Security,Started,2023,3,25,30,604,1
Course,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,19,24,604,1
Course,1,United States,Pgcc,Cyber Security,Started,2023,4,25,40,604,1
Course,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,2,9,23,604,1
Course,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,5,25,604,1
Course,1,Lebanon,Lau,Business Administration,Started,2023,3,29,24,604,1
Course,2,India,Symbiosis Institute Of Technoogy,Electronics and Communication Engineering,Team Allocated,2023,10,9,28,604,1
Course,1,Pakistan,The Millennium Universal College,Accounting and Finance,Started,2023,5,27,23,604,1
Course,2,India,Ceenturion University Of Technology And Management,Computer Science and Information Systems,Started,2023,1,5,25,604,1
Course,2,Pakistan,Karakoram International University (Gb),Education Management,Started,2023,3,27,26,604,1
Course,1,Pakistan,University Of Education,English Language and Literature,Started,2023,6,11,22,604,1
Course,1,United States,Saint Louis University,Bioinformatics,Waitlisted,2024,2,29,22,604,1
Course,2,India,Purdue University,Digital Marketing,Team Allocated,2024,1,7,29,604,1
Course,1,Botswana,University Of Botswana,Mass Communication,Team Allocated,2024,1,23,30,604,1
Course,1,India,Dr. Lankapalli Bullaya College Of Engineering,Computer Science and Engineering,Team Allocated,2023,9,28,21,604,1
Course,1,Nigeria,University Of Ilorin Teaching Hospital,Medicine,Team Allocated,2023,8,2,25,604,1
Course,2,India,Illinois Institute Of Technology,Data Science,Team Allocated,2023,11,20,28,604,1
Course,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,9,29,604,1
Course,1,Nigeria,University Of Benin,Digital Marketing,Team Allocated,2023,11,17,22,604,1
Course,1,Pakistan,Ned,Computer Information Systems,Team Allocated,2023,7,31,22,604,1
Course,1,Nigeria,University Of Ilorin,Biochemistry,Started,2023,5,14,21,604,1
Course,2,India,Saint Louis University,Information Systems,Waitlisted,2024,2,29,29,604,1
Course,1,Ghana,Kwame Nkrumah University Of Science And Technology,Project Management,Team Allocated,2023,8,12,25,604,1
Course,2,United States,Illinois Institute Of Technology,Data Science,Started,2023,1,13,29,604,1
Course,1,Nigeria,University Of Nigeria Nsukka,Psychology,Team Allocated,2023,7,29,32,604,1
Course,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,21,25,604,1
Course,2,Pakistan,Saint Louis University,Supply Chain Management,Waitlisted,2024,2,29,27,604,1
Course,2,Ghana,Saint Louis University,Applied Financial Economics,Team Allocated,2024,2,9,30,604,1
Course,1,Iraq,Almustansiria University,Pharmacy and Pharmacology,Started,2023,6,16,24,604,1
Course,2,India,Marri Laxman Reddy Institute Of Pharmacy,DOCTOR of PHARMACY,Waitlisted,2023,7,29,28,604,1
Course,2,Ghana,International Business Management Institute  Berlin  Germany,Business Administration,Team Allocated,2023,8,11,25,604,1
Course,1,Uzbekistan,Navoiy Presidential School,Medicine,Started,2023,3,24,19,604,1
Course,2,India,Sri Chaitanya,Computer Science and Information Systems,Started,2023,1,5,20,604,1
Course,2,India,Dav Public School,Business and Management Studies,Started,2023,5,30,21,604,1
Course,2,India,Malla Reddy Engineering College,Electronics and Communication,Started,2023,6,19,25,604,1
Course,1,Pakistan,Fatima Jinnah Women University,English Language and Literature,Started,2023,6,6,24,604,1
Course,2,India,Oriental Public School,Mathematics,Started,2023,1,5,20,604,1
Course,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,5,26,25,604,1
Course,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,10,25,604,1
Course,2,Nigeria,Abubakar Tatari Ali Polytechnic Bauchi,Computer Science,Team Allocated,2023,6,15,30,604,1
Course,1,India,Gandhi Institute Of Technology And Management,Electronics and Communication,Started,2023,1,5,28,604,1
Course,1,Indonesia,Uin Walisongo,Education Management,Started,2023,6,16,24,604,1
Course,1,Pakistan,Sarghodha University,English Language and Literature,Started,2023,6,16,22,604,1
Course,1,India,Oriental University,Bsc Agri,Team Allocated,2023,8,12,25,604,1
Course,1,Egypt,Bue,Pharmacy and Pharmacology,Team Allocated,2023,6,25,22,604,1
Course,2,Turkey,Abdullah Gul University,Industrial Engineering,Team Allocated,2023,10,26,25,604,1
Course,2,India,Saint Louis University,Information Systems,Rewards Award,2024,2,21,25,604,1
